S,I,R,mortes,tempo
30.4474,22.4252,17.1274,0.3425,116.4
30.4132,22.4339,17.1529,0.3431,116.5
30.3791,22.4425,17.1784,0.3436,116.6
30.3450,22.4511,17.2039,0.3441,116.7
30.3110,22.4596,17.2294,0.3446,116.8
30.2769,22.4681,17.2549,0.3451,116.9
30.2429,22.4766,17.2805,0.3456,117.0
30.2089,22.4851,17.3060,0.3461,117.1
30.1750,22.4935,17.3316,0.3466,117.2
30.1410,22.5019,17.3571,0.3471,117.3
30.1071,22.5102,17.3827,0.3477,117.4
30.0732,22.5185,17.4083,0.3482,117.5
30.0394,22.5268,17.4339,0.3487,117.6
30.0055,22.5350,17.4595,0.3492,117.7
29.9717,22.5432,17.4851,0.3497,117.8
29.9379,22.5514,17.5107,0.3502,117.9
29.9042,22.5595,17.5363,0.3507,118.0
29.8704,22.5676,17.5619,0.3512,118.1
29.8367,22.5757,17.5876,0.3518,118.2
29.8031,22.5837,17.6132,0.3523,118.3
29.7694,22.5917,17.6389,0.3528,118.4
29.7358,22.5996,17.6646,0.3533,118.5
29.7022,22.6076,17.6903,0.3538,118.6
29.6686,22.6154,17.7159,0.3543,118.7
29.6351,22.6233,17.7416,0.3548,118.8
29.6015,22.6311,17.7674,0.3553,118.9
29.5680,22.6389,17.7931,0.3559,119.0
29.5346,22.6466,17.8188,0.3564,119.1
29.5011,22.6543,17.8445,0.3569,119.2
29.4677,22.6620,17.8703,0.3574,119.3
29.4343,22.6696,17.8960,0.3579,119.4
29.4010,22.6772,17.9218,0.3584,119.5
29.3676,22.6848,17.9476,0.3590,119.6
29.3343,22.6923,17.9733,0.3595,119.7
29.3010,22.6998,17.9991,0.3600,119.8
29.2678,22.7073,18.0249,0.3605,119.9
29.2345,22.7147,18.0507,0.3610,120.0
29.2013,22.7221,18.0765,0.3615,120.1
29.1682,22.7295,18.1024,0.3620,120.2
29.1350,22.7368,18.1282,0.3626,120.3
29.1019,22.7441,18.1540,0.3631,120.4
29.0688,22.7513,18.1799,0.3636,120.5
29.0357,22.7585,18.2057,0.3641,120.6
29.0027,22.7657,18.2316,0.3646,120.7
28.9697,22.7729,18.2575,0.3651,120.8
28.9367,22.7800,18.2833,0.3657,120.9
28.9037,22.7870,18.3092,0.3662,121.0
28.8708,22.7941,18.3351,0.3667,121.1
28.8379,22.8011,18.3610,0.3672,121.2
28.8050,22.8080,18.3869,0.3677,121.3
28.7722,22.8150,18.4128,0.3683,121.4
28.7393,22.8219,18.4388,0.3688,121.5
28.7066,22.8287,18.4647,0.3693,121.6
28.6738,22.8356,18.4906,0.3698,121.7
28.6410,22.8423,18.5166,0.3703,121.8
28.6083,22.8491,18.5426,0.3709,121.9
28.5756,22.8558,18.5685,0.3714,122.0
28.5430,22.8625,18.5945,0.3719,122.1
28.5104,22.8692,18.6205,0.3724,122.2
28.4778,22.8758,18.6465,0.3729,122.3
28.4452,22.8823,18.6725,0.3734,122.4
28.4126,22.8889,18.6985,0.3740,122.5
28.3801,22.8954,18.7245,0.3745,122.6
28.3476,22.9019,18.7505,0.3750,122.7
28.3152,22.9083,18.7765,0.3755,122.8
28.2827,22.9147,18.8025,0.3761,122.9
28.2503,22.9211,18.8286,0.3766,123.0
28.2180,22.9274,18.8546,0.3771,123.1
28.1856,22.9337,18.8807,0.3776,123.2
28.1533,22.9399,18.9067,0.3781,123.3
28.1210,22.9462,18.9328,0.3787,123.4
28.0887,22.9524,18.9589,0.3792,123.5
28.0565,22.9585,18.9850,0.3797,123.6
28.0243,22.9646,19.0111,0.3802,123.7
27.9921,22.9707,19.0372,0.3807,123.8
27.9600,22.9768,19.0633,0.3813,123.9
27.9279,22.9828,19.0894,0.3818,124.0
27.8958,22.9887,19.1155,0.3823,124.1
27.8637,22.9947,19.1416,0.3828,124.2
27.8317,23.0006,19.1677,0.3834,124.3
27.7997,23.0065,19.1939,0.3839,124.4
27.7677,23.0123,19.2200,0.3844,124.5
27.7357,23.0181,19.2462,0.3849,124.6
27.7038,23.0239,19.2723,0.3854,124.7
27.6719,23.0296,19.2985,0.3860,124.8
27.6400,23.0353,19.3247,0.3865,124.9
27.6082,23.0409,19.3508,0.3870,125.0
27.5764,23.0466,19.3770,0.3875,125.1
27.5446,23.0522,19.4032,0.3881,125.2
27.5129,23.0577,19.4294,0.3886,125.3
27.4812,23.0632,19.4556,0.3891,125.4
27.4495,23.0687,19.4818,0.3896,125.5
27.4178,23.0742,19.5080,0.3902,125.6
27.3862,23.0796,19.5342,0.3907,125.7
27.3546,23.0849,19.5605,0.3912,125.8
27.3230,23.0903,19.5867,0.3917,125.9
27.2915,23.0956,19.6129,0.3923,126.0
27.2599,23.1009,19.6392,0.3928,126.1
27.2285,23.1061,19.6654,0.3933,126.2
27.1970,23.1113,19.6917,0.3938,126.3
27.1656,23.1165,19.7180,0.3944,126.4
27.1342,23.1216,19.7442,0.3949,126.5
27.1028,23.1267,19.7705,0.3954,126.6
27.0715,23.1317,19.7968,0.3959,126.7
27.0401,23.1368,19.8231,0.3965,126.8
27.0089,23.1418,19.8494,0.3970,126.9
26.9776,23.1467,19.8757,0.3975,127.0
26.9464,23.1516,19.9020,0.3980,127.1
26.9152,23.1565,19.9283,0.3986,127.2
26.8840,23.1614,19.9546,0.3991,127.3
26.8529,23.1662,19.9809,0.3996,127.4
26.8218,23.1710,20.0072,0.4001,127.5
26.7907,23.1757,20.0336,0.4007,127.6
26.7597,23.1804,20.0599,0.4012,127.7
26.7287,23.1851,20.0862,0.4017,127.8
26.6977,23.1897,20.1126,0.4023,127.9
26.6667,23.1943,20.1389,0.4028,128.0
26.6358,23.1989,20.1653,0.4033,128.1
26.6049,23.2034,20.1917,0.4038,128.2
26.5740,23.2079,20.2180,0.4044,128.3
26.5432,23.2124,20.2444,0.4049,128.4
26.5124,23.2168,20.2708,0.4054,128.5
26.4816,23.2212,20.2972,0.4059,128.6
26.4509,23.2256,20.3235,0.4065,128.7
26.4202,23.2299,20.3499,0.4070,128.8
26.3895,23.2342,20.3763,0.4075,128.9
26.3588,23.2384,20.4027,0.4081,129.0
26.3282,23.2427,20.4291,0.4086,129.1
26.2976,23.2468,20.4556,0.4091,129.2
26.2670,23.2510,20.4820,0.4096,129.3
26.2365,23.2551,20.5084,0.4102,129.4
26.2060,23.2592,20.5348,0.4107,129.5
26.1755,23.2632,20.5612,0.4112,129.6
26.1451,23.2672,20.5877,0.4118,129.7
26.1146,23.2712,20.6141,0.4123,129.8
26.0843,23.2752,20.6406,0.4128,129.9
26.0539,23.2791,20.6670,0.4133,130.0
26.0236,23.2829,20.6935,0.4139,130.1
25.9933,23.2868,20.7199,0.4144,130.2
25.9630,23.2906,20.7464,0.4149,130.3
25.9328,23.2944,20.7729,0.4155,130.4
25.9026,23.2981,20.7993,0.4160,130.5
25.8724,23.3018,20.8258,0.4165,130.6
25.8423,23.3054,20.8523,0.4170,130.7
25.8121,23.3091,20.8788,0.4176,130.8
25.7821,23.3127,20.9053,0.4181,130.9
25.7520,23.3162,20.9317,0.4186,131.0
25.7220,23.3198,20.9582,0.4192,131.1
25.6920,23.3233,20.9847,0.4197,131.2
25.6620,23.3267,21.0112,0.4202,131.3
25.6321,23.3301,21.0378,0.4208,131.4
25.6022,23.3335,21.0643,0.4213,131.5
25.5723,23.3369,21.0908,0.4218,131.6
25.5425,23.3402,21.1173,0.4223,131.7
25.5127,23.3435,21.1438,0.4229,131.8
25.4829,23.3467,21.1704,0.4234,131.9
25.4532,23.3500,21.1969,0.4239,132.0
25.4234,23.3531,21.2234,0.4245,132.1
25.3938,23.3563,21.2500,0.4250,132.2
25.3641,23.3594,21.2765,0.4255,132.3
25.3345,23.3625,21.3030,0.4261,132.4
25.3049,23.3655,21.3296,0.4266,132.5
25.2753,23.3685,21.3561,0.4271,132.6
25.2458,23.3715,21.3827,0.4277,132.7
25.2163,23.3745,21.4093,0.4282,132.8
25.1868,23.3774,21.4358,0.4287,132.9
25.1574,23.3802,21.4624,0.4292,133.0
25.1280,23.3831,21.4890,0.4298,133.1
25.0986,23.3859,21.5155,0.4303,133.2
25.0692,23.3887,21.5421,0.4308,133.3
25.0399,23.3914,21.5687,0.4314,133.4
25.0106,23.3941,21.5953,0.4319,133.5
24.9814,23.3968,21.6218,0.4324,133.6
24.9522,23.3994,21.6484,0.4330,133.7
24.9230,23.4020,21.6750,0.4335,133.8
24.8938,23.4046,21.7016,0.4340,133.9
24.8647,23.4071,21.7282,0.4346,134.0
24.8356,23.4096,21.7548,0.4351,134.1
24.8065,23.4121,21.7814,0.4356,134.2
24.7775,23.4145,21.8080,0.4362,134.3
24.7485,23.4169,21.8346,0.4367,134.4
24.7195,23.4193,21.8612,0.4372,134.5
24.6905,23.4216,21.8878,0.4378,134.6
24.6616,23.4239,21.9145,0.4383,134.7
24.6327,23.4262,21.9411,0.4388,134.8
24.6039,23.4284,21.9677,0.4394,134.9
24.5751,23.4306,21.9943,0.4399,135.0
24.5463,23.4328,22.0209,0.4404,135.1
24.5175,23.4349,22.0476,0.4410,135.2
24.4888,23.4370,22.0742,0.4415,135.3
24.4601,23.4391,22.1008,0.4420,135.4
24.4314,23.4411,22.1275,0.4425,135.5
24.4028,23.4431,22.1541,0.4431,135.6
24.3742,23.4451,22.1808,0.4436,135.7
24.3456,23.4470,22.2074,0.4441,135.8
24.3171,23.4489,22.2340,0.4447,135.9
24.2886,23.4508,22.2607,0.4452,136.0
24.2601,23.4526,22.2873,0.4457,136.1
24.2316,23.4544,22.3140,0.4463,136.2
24.2032,23.4562,22.3406,0.4468,136.3
24.1748,23.4579,22.3673,0.4473,136.4
24.1465,23.4596,22.3939,0.4479,136.5
24.1181,23.4612,22.4206,0.4484,136.6
24.0899,23.4629,22.4473,0.4489,136.7
24.0616,23.4645,22.4739,0.4495,136.8
24.0334,23.4660,22.5006,0.4500,136.9
24.0052,23.4676,22.5273,0.4505,137.0
23.9770,23.4691,22.5539,0.4511,137.1
23.9489,23.4705,22.5806,0.4516,137.2
23.9208,23.4720,22.6073,0.4521,137.3
23.8927,23.4734,22.6339,0.4527,137.4
23.8646,23.4747,22.6606,0.4532,137.5
23.8366,23.4761,22.6873,0.4537,137.6
23.8087,23.4774,22.7140,0.4543,137.7
23.7807,23.4787,22.7407,0.4548,137.8
23.7528,23.4799,22.7673,0.4553,137.9
23.7249,23.4811,22.7940,0.4559,138.0
23.6970,23.4823,22.8207,0.4564,138.1
23.6692,23.4834,22.8474,0.4569,138.2
23.6414,23.4845,22.8741,0.4575,138.3
23.6137,23.4856,22.9008,0.4580,138.4
23.5859,23.4866,22.9274,0.4585,138.5
23.5582,23.4876,22.9541,0.4591,138.6
23.5306,23.4886,22.9808,0.4596,138.7
23.5029,23.4896,23.0075,0.4602,138.8
23.4753,23.4905,23.0342,0.4607,138.9
23.4478,23.4913,23.0609,0.4612,139.0
23.4202,23.4922,23.0876,0.4618,139.1
23.3927,23.4930,23.1143,0.4623,139.2
23.3652,23.4938,23.1410,0.4628,139.3
23.3378,23.4945,23.1677,0.4634,139.4
23.3104,23.4953,23.1944,0.4639,139.5
23.2830,23.4959,23.2211,0.4644,139.6
23.2556,23.4966,23.2478,0.4650,139.7
23.2283,23.4972,23.2745,0.4655,139.8
23.2010,23.4978,23.3012,0.4660,139.9
23.1738,23.4984,23.3279,0.4666,140.0
23.1465,23.4989,23.3546,0.4671,140.1
23.1193,23.4994,23.3813,0.4676,140.2
23.0922,23.4998,23.4080,0.4682,140.3
23.0651,23.5003,23.4347,0.4687,140.4
23.0379,23.5007,23.4614,0.4692,140.5
23.0109,23.5010,23.4881,0.4698,140.6
22.9838,23.5014,23.5148,0.4703,140.7
22.9568,23.5017,23.5415,0.4708,140.8
22.9299,23.5019,23.5682,0.4714,140.9
22.9029,23.5022,23.5949,0.4719,141.0
22.8760,23.5024,23.6216,0.4724,141.1
22.8491,23.5025,23.6483,0.4730,141.2
22.8223,23.5027,23.6751,0.4735,141.3
22.7954,23.5028,23.7018,0.4740,141.4
22.7687,23.5029,23.7285,0.4746,141.5
22.7419,23.5029,23.7552,0.4751,141.6
22.7152,23.5029,23.7819,0.4756,141.7
22.6885,23.5029,23.8086,0.4762,141.8
22.6618,23.5029,23.8353,0.4767,141.9
22.6352,23.5028,23.8620,0.4772,142.0
22.6086,23.5027,23.8887,0.4778,142.1
22.5820,23.5026,23.9154,0.4783,142.2
22.5555,23.5024,23.9421,0.4788,142.3
22.5290,23.5022,23.9688,0.4794,142.4
22.5025,23.5020,23.9955,0.4799,142.5
22.4761,23.5017,24.0223,0.4804,142.6
22.4497,23.5014,24.0490,0.4810,142.7
22.4233,23.5011,24.0757,0.4815,142.8
22.3969,23.5007,24.1024,0.4820,142.9
22.3706,23.5003,24.1291,0.4826,143.0
22.3443,23.4999,24.1558,0.4831,143.1
22.3181,23.4995,24.1825,0.4836,143.2
22.2918,23.4990,24.2092,0.4842,143.3
22.2657,23.4985,24.2359,0.4847,143.4
22.2395,23.4979,24.2626,0.4853,143.5
22.2134,23.4974,24.2893,0.4858,143.6
22.1873,23.4967,24.3160,0.4863,143.7
22.1612,23.4961,24.3427,0.4869,143.8
22.1352,23.4954,24.3694,0.4874,143.9
22.1092,23.4948,24.3961,0.4879,144.0
22.0832,23.4940,24.4228,0.4885,144.1
22.0572,23.4933,24.4495,0.4890,144.2
22.0313,23.4925,24.4762,0.4895,144.3
22.0055,23.4917,24.5029,0.4901,144.4
21.9796,23.4908,24.5296,0.4906,144.5
21.9538,23.4899,24.5563,0.4911,144.6
21.9280,23.4890,24.5830,0.4917,144.7
21.9023,23.4881,24.6097,0.4922,144.8
21.8765,23.4871,24.6364,0.4927,144.9
21.8508,23.4861,24.6630,0.4933,145.0
21.8252,23.4851,24.6897,0.4938,145.1
21.7996,23.4840,24.7164,0.4943,145.2
21.7740,23.4829,24.7431,0.4949,145.3
21.7484,23.4818,24.7698,0.4954,145.4
21.7229,23.4807,24.7965,0.4959,145.5
21.6974,23.4795,24.8232,0.4965,145.6
21.6719,23.4783,24.8498,0.4970,145.7
21.6464,23.4770,24.8765,0.4975,145.8
21.6210,23.4758,24.9032,0.4981,145.9
21.5957,23.4745,24.9299,0.4986,146.0
21.5703,23.4732,24.9566,0.4991,146.1
21.5450,23.4718,24.9832,0.4997,146.2
21.5197,23.4704,25.0099,0.5002,146.3
21.4945,23.4690,25.0366,0.5007,146.4
21.4692,23.4675,25.0632,0.5013,146.5
21.4440,23.4661,25.0899,0.5018,146.6
21.4189,23.4646,25.1166,0.5023,146.7
21.3937,23.4630,25.1432,0.5029,146.8
21.3686,23.4615,25.1699,0.5034,146.9
21.3436,23.4599,25.1966,0.5039,147.0
21.3185,23.4582,25.2232,0.5045,147.1
21.2935,23.4566,25.2499,0.5050,147.2
21.2686,23.4549,25.2765,0.5055,147.3
21.2436,23.4532,25.3032,0.5061,147.4
21.2187,23.4515,25.3298,0.5066,147.5
21.1938,23.4497,25.3565,0.5071,147.6
21.1690,23.4479,25.3831,0.5077,147.7
21.1442,23.4461,25.4098,0.5082,147.8
21.1194,23.4442,25.4364,0.5087,147.9
21.0946,23.4423,25.4631,0.5093,148.0
21.0699,23.4404,25.4897,0.5098,148.1
21.0452,23.4385,25.5163,0.5103,148.2
21.0205,23.4365,25.5430,0.5109,148.3
20.9959,23.4345,25.5696,0.5114,148.4
20.9713,23.4325,25.5962,0.5119,148.5
20.9467,23.4304,25.6229,0.5125,148.6
20.9222,23.4283,25.6495,0.5130,148.7
20.8977,23.4262,25.6761,0.5135,148.8
20.8732,23.4241,25.7027,0.5141,148.9
20.8488,23.4219,25.7294,0.5146,149.0
20.8243,23.4197,25.7560,0.5151,149.1
20.8000,23.4175,25.7826,0.5157,149.2
20.7756,23.4152,25.8092,0.5162,149.3
20.7513,23.4129,25.8358,0.5167,149.4
20.7270,23.4106,25.8624,0.5172,149.5
20.7027,23.4083,25.8890,0.5178,149.6
20.6785,23.4059,25.9156,0.5183,149.7
20.6543,23.4035,25.9422,0.5188,149.8
20.6301,23.4011,25.9688,0.5194,149.9
20.6060,23.3986,25.9954,0.5199,150.0
20.5819,23.3961,26.0220,0.5204,150.1
20.5578,23.3936,26.0486,0.5210,150.2
20.5338,23.3911,26.0752,0.5215,150.3
20.5097,23.3885,26.1017,0.5220,150.4
20.4858,23.3859,26.1283,0.5226,150.5
20.4618,23.3833,26.1549,0.5231,150.6
20.4379,23.3807,26.1815,0.5236,150.7
20.4140,23.3780,26.2080,0.5242,150.8
20.3901,23.3753,26.2346,0.5247,150.9
20.3663,23.3726,26.2612,0.5252,151.0
20.3425,23.3698,26.2877,0.5258,151.1
20.3187,23.3670,26.3143,0.5263,151.2
20.2950,23.3642,26.3408,0.5268,151.3
20.2713,23.3614,26.3674,0.5273,151.4
20.2476,23.3585,26.3939,0.5279,151.5
20.2240,23.3556,26.4205,0.5284,151.6
20.2003,23.3527,26.4470,0.5289,151.7
20.1768,23.3497,26.4735,0.5295,151.8
20.1532,23.3467,26.5001,0.5300,151.9
20.1297,23.3437,26.5266,0.5305,152.0
20.1062,23.3407,26.5531,0.5311,152.1
20.0827,23.3376,26.5797,0.5316,152.2
20.0593,23.3346,26.6062,0.5321,152.3
20.0359,23.3314,26.6327,0.5327,152.4
20.0125,23.3283,26.6592,0.5332,152.5
19.9892,23.3251,26.6857,0.5337,152.6
19.9658,23.3219,26.7122,0.5342,152.7
19.9426,23.3187,26.7387,0.5348,152.8
19.9193,23.3155,26.7652,0.5353,152.9
19.8961,23.3122,26.7917,0.5358,153.0
19.8729,23.3089,26.8182,0.5364,153.1
19.8497,23.3056,26.8447,0.5369,153.2
19.8266,23.3022,26.8712,0.5374,153.3
19.8035,23.2988,26.8977,0.5380,153.4
19.7804,23.2954,26.9241,0.5385,153.5
19.7574,23.2920,26.9506,0.5390,153.6
19.7344,23.2885,26.9771,0.5395,153.7
19.7114,23.2851,27.0035,0.5401,153.8
19.6885,23.2816,27.0300,0.5406,153.9
19.6655,23.2780,27.0565,0.5411,154.0
19.6427,23.2745,27.0829,0.5417,154.1
19.6198,23.2709,27.1094,0.5422,154.2
19.5970,23.2672,27.1358,0.5427,154.3
19.5742,23.2636,27.1622,0.5432,154.4
19.5514,23.2599,27.1887,0.5438,154.5
19.5287,23.2562,27.2151,0.5443,154.6
19.5060,23.2525,27.2415,0.5448,154.7
19.4833,23.2488,27.2680,0.5454,154.8
19.4606,23.2450,27.2944,0.5459,154.9
19.4380,23.2412,27.3208,0.5464,155.0
19.4154,23.2374,27.3472,0.5469,155.1
19.3929,23.2335,27.3736,0.5475,155.2
19.3703,23.2297,27.4000,0.5480,155.3
19.3478,23.2258,27.4264,0.5485,155.4
19.3254,23.2218,27.4528,0.5491,155.5
19.3029,23.2179,27.4792,0.5496,155.6
19.2805,23.2139,27.5056,0.5501,155.7
19.2581,23.2099,27.5320,0.5506,155.8
19.2358,23.2059,27.5583,0.5512,155.9
19.2135,23.2018,27.5847,0.5517,156.0
19.1912,23.1978,27.6111,0.5522,156.1
19.1689,23.1937,27.6374,0.5527,156.2
19.1467,23.1895,27.6638,0.5533,156.3
19.1245,23.1854,27.6901,0.5538,156.4
19.1023,23.1812,27.7165,0.5543,156.5
19.0802,23.1770,27.7428,0.5549,156.6
19.0581,23.1728,27.7692,0.5554,156.7
19.0360,23.1685,27.7955,0.5559,156.8
19.0139,23.1643,27.8218,0.5564,156.9
18.9919,23.1600,27.8481,0.5570,157.0
18.9699,23.1556,27.8745,0.5575,157.1
18.9480,23.1513,27.9008,0.5580,157.2
18.9260,23.1469,27.9271,0.5585,157.3
18.9041,23.1425,27.9534,0.5591,157.4
18.8823,23.1381,27.9797,0.5596,157.5
18.8604,23.1336,28.0060,0.5601,157.6
18.8386,23.1292,28.0323,0.5606,157.7
18.8168,23.1247,28.0586,0.5612,157.8
18.7950,23.1201,28.0848,0.5617,157.9
18.7733,23.1156,28.1111,0.5622,158.0
18.7516,23.1110,28.1374,0.5627,158.1
18.7300,23.1064,28.1636,0.5633,158.2
18.7083,23.1018,28.1899,0.5638,158.3
18.6867,23.0972,28.2161,0.5643,158.4
18.6651,23.0925,28.2424,0.5648,158.5
18.6436,23.0878,28.2686,0.5654,158.6
18.6221,23.0831,28.2949,0.5659,158.7
18.6006,23.0784,28.3211,0.5664,158.8
18.5791,23.0736,28.3473,0.5669,158.9
18.5577,23.0688,28.3735,0.5675,159.0
18.5363,23.0640,28.3998,0.5680,159.1
18.5149,23.0592,28.4260,0.5685,159.2
18.4935,23.0543,28.4522,0.5690,159.3
18.4722,23.0494,28.4784,0.5696,159.4
18.4509,23.0445,28.5046,0.5701,159.5
18.4297,23.0396,28.5308,0.5706,159.6
18.4084,23.0346,28.5569,0.5711,159.7
18.3872,23.0297,28.5831,0.5717,159.8
18.3661,23.0247,28.6093,0.5722,159.9
18.3449,23.0197,28.6354,0.5727,160.0
18.3238,23.0146,28.6616,0.5732,160.1
18.3027,23.0095,28.6878,0.5738,160.2
18.2817,23.0044,28.7139,0.5743,160.3
18.2606,22.9993,28.7400,0.5748,160.4
18.2396,22.9942,28.7662,0.5753,160.5
18.2187,22.9890,28.7923,0.5758,160.6
18.1977,22.9839,28.8184,0.5764,160.7
18.1768,22.9787,28.8446,0.5769,160.8
18.1559,22.9734,28.8707,0.5774,160.9
18.1351,22.9682,28.8968,0.5779,161.0
18.1142,22.9629,28.9229,0.5785,161.1
18.0934,22.9576,28.9490,0.5790,161.2
18.0727,22.9523,28.9751,0.5795,161.3
18.0519,22.9469,29.0011,0.5800,161.4
18.0312,22.9416,29.0272,0.5805,161.5
18.0105,22.9362,29.0533,0.5811,161.6
17.9899,22.9308,29.0793,0.5816,161.7
17.9693,22.9254,29.1054,0.5821,161.8
17.9487,22.9199,29.1315,0.5826,161.9
17.9281,22.9144,29.1575,0.5832,162.0
17.9076,22.9089,29.1835,0.5837,162.1
17.8870,22.9034,29.2096,0.5842,162.2
17.8666,22.8979,29.2356,0.5847,162.3
17.8461,22.8923,29.2616,0.5852,162.4
17.8257,22.8867,29.2876,0.5858,162.5
17.8053,22.8811,29.3136,0.5863,162.6
17.7849,22.8755,29.3396,0.5868,162.7
17.7646,22.8698,29.3656,0.5873,162.8
17.7443,22.8641,29.3916,0.5878,162.9
17.7240,22.8584,29.4176,0.5884,163.0
17.7037,22.8527,29.4436,0.5889,163.1
17.6835,22.8470,29.4696,0.5894,163.2
17.6633,22.8412,29.4955,0.5899,163.3
17.6431,22.8354,29.5215,0.5904,163.4
17.6230,22.8296,29.5474,0.5909,163.5
17.6028,22.8238,29.5734,0.5915,163.6
17.5828,22.8180,29.5993,0.5920,163.7
17.5627,22.8121,29.6252,0.5925,163.8
17.5427,22.8062,29.6512,0.5930,163.9
17.5227,22.8003,29.6771,0.5935,164.0
17.5027,22.7944,29.7030,0.5941,164.1
17.4827,22.7884,29.7289,0.5946,164.2
17.4628,22.7824,29.7548,0.5951,164.3
17.4429,22.7764,29.7807,0.5956,164.4
17.4231,22.7704,29.8065,0.5961,164.5
17.4032,22.7644,29.8324,0.5966,164.6
17.3834,22.7583,29.8583,0.5972,164.7
17.3636,22.7522,29.8842,0.5977,164.8
17.3439,22.7461,29.9100,0.5982,164.9
17.3242,22.7400,29.9359,0.5987,165.0
17.3045,22.7339,29.9617,0.5992,165.1
17.2848,22.7277,29.9875,0.5998,165.2
17.2652,22.7215,30.0134,0.6003,165.3
17.2455,22.7153,30.0392,0.6008,165.4
17.2259,22.7091,30.0650,0.6013,165.5
17.2064,22.7028,30.0908,0.6018,165.6
17.1869,22.6966,30.1166,0.6023,165.7
17.1674,22.6903,30.1424,0.6028,165.8
17.1479,22.6840,30.1682,0.6034,165.9
17.1284,22.6776,30.1939,0.6039,166.0
17.1090,22.6713,30.2197,0.6044,166.1
17.0896,22.6649,30.2455,0.6049,166.2
17.0702,22.6585,30.2712,0.6054,166.3
17.0509,22.6521,30.2970,0.6059,166.4
17.0316,22.6457,30.3227,0.6065,166.5
17.0123,22.6393,30.3485,0.6070,166.6
16.9931,22.6328,30.3742,0.6075,166.7
16.9738,22.6263,30.3999,0.6080,166.8
16.9546,22.6198,30.4256,0.6085,166.9
16.9354,22.6133,30.4513,0.6090,167.0
16.9163,22.6067,30.4770,0.6095,167.1
16.8972,22.6001,30.5027,0.6101,167.2
16.8781,22.5936,30.5284,0.6106,167.3
16.8590,22.5869,30.5541,0.6111,167.4
16.8400,22.5803,30.5797,0.6116,167.5
16.8210,22.5737,30.6054,0.6121,167.6
16.8020,22.5670,30.6310,0.6126,167.7
16.7830,22.5603,30.6567,0.6131,167.8
16.7641,22.5536,30.6823,0.6136,167.9
16.7452,22.5469,30.7080,0.6142,168.0
16.7263,22.5401,30.7336,0.6147,168.1
16.7075,22.5334,30.7592,0.6152,168.2
16.6886,22.5266,30.7848,0.6157,168.3
16.6698,22.5198,30.8104,0.6162,168.4
16.6511,22.5130,30.8360,0.6167,168.5
16.6323,22.5061,30.8616,0.6172,168.6
16.6136,22.4993,30.8871,0.6177,168.7
16.5949,22.4924,30.9127,0.6183,168.8
16.5763,22.4855,30.9383,0.6188,168.9
16.5576,22.4786,30.9638,0.6193,169.0
16.5390,22.4717,30.9894,0.6198,169.1
16.5204,22.4647,31.0149,0.6203,169.2
16.5019,22.4577,31.0404,0.6208,169.3
16.4833,22.4507,31.0659,0.6213,169.4
16.4648,22.4437,31.0915,0.6218,169.5
16.4464,22.4367,31.1170,0.6223,169.6
16.4279,22.4297,31.1425,0.6228,169.7
16.4095,22.4226,31.1679,0.6234,169.8
16.3911,22.4155,31.1934,0.6239,169.9
16.3727,22.4084,31.2189,0.6244,170.0
16.3544,22.4013,31.2444,0.6249,170.1
16.3361,22.3941,31.2698,0.6254,170.2
16.3178,22.3870,31.2953,0.6259,170.3
16.2995,22.3798,31.3207,0.6264,170.4
16.2813,22.3726,31.3461,0.6269,170.5
16.2630,22.3654,31.3716,0.6274,170.6
16.2449,22.3582,31.3970,0.6279,170.7
16.2267,22.3509,31.4224,0.6284,170.8
16.2086,22.3437,31.4478,0.6290,170.9
16.1905,22.3364,31.4732,0.6295,171.0
16.1724,22.3291,31.4986,0.6300,171.1
16.1543,22.3218,31.5239,0.6305,171.2
16.1363,22.3144,31.5493,0.6310,171.3
16.1183,22.3071,31.5747,0.6315,171.4
16.1003,22.2997,31.6000,0.6320,171.5
16.0824,22.2923,31.6253,0.6325,171.6
16.0644,22.2849,31.6507,0.6330,171.7
16.0465,22.2775,31.6760,0.6335,171.8
16.0287,22.2701,31.7013,0.6340,171.9
16.0108,22.2626,31.7266,0.6345,172.0
15.9930,22.2551,31.7519,0.6350,172.1
15.9752,22.2476,31.7772,0.6355,172.2
15.9574,22.2401,31.8025,0.6360,172.3
15.9397,22.2326,31.8278,0.6366,172.4
15.9220,22.2250,31.8530,0.6371,172.5
15.9043,22.2175,31.8783,0.6376,172.6
15.8866,22.2099,31.9035,0.6381,172.7
15.8690,22.2023,31.9288,0.6386,172.8
15.8513,22.1947,31.9540,0.6391,172.9
15.8337,22.1871,31.9792,0.6396,173.0
15.8162,22.1794,32.0044,0.6401,173.1
15.7986,22.1717,32.0296,0.6406,173.2
15.7811,22.1641,32.0548,0.6411,173.3
15.7636,22.1564,32.0800,0.6416,173.4
15.7462,22.1486,32.1052,0.6421,173.5
15.7287,22.1409,32.1304,0.6426,173.6
15.7113,22.1332,32.1555,0.6431,173.7
15.6939,22.1254,32.1807,0.6436,173.8
15.6766,22.1176,32.2058,0.6441,173.9
15.6592,22.1098,32.2310,0.6446,174.0
15.6419,22.1020,32.2561,0.6451,174.1
15.6246,22.0942,32.2812,0.6456,174.2
15.6074,22.0863,32.3063,0.6461,174.3
15.5901,22.0785,32.3314,0.6466,174.4
15.5729,22.0706,32.3565,0.6471,174.5
